Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,137.009995,140.570007,132.520004,135.979996,131.150864,78975200
2020-03-24,143.750000,149.600006,141.270004,148.339996,143.071930,82516700
2020-03-25,148.910004,154.330002,144.440002,146.919998,141.702347,75638200
2020-03-26,148.399994,156.660004,148.369995,156.110001,150.565979,64568100
2020-03-27,151.750000,154.889999,149.199997,149.699997,144.383652,57042300
2020-03-30,152.440002,160.600006,150.009995,160.229996,154.539658,63420300
2020-03-31,159.399994,164.779999,156.559998,157.710007,152.109161,77927200
2020-04-01,153.000000,157.750000,150.820007,152.110001,146.708038,57969900
2020-04-02,151.860001,155.479996,150.360001,155.259995,149.746140,49630700
2020-04-03,155.100006,157.380005,152.190002,153.830002,148.366943,41243300
2020-04-06,160.320007,166.500000,157.580002,165.270004,159.400681,67111700
2020-04-07,169.589996,170.000000,163.259995,163.490005,157.683899,62769000
2020-04-08,165.669998,166.669998,163.500000,165.130005,159.265686,48318200
2020-04-09,166.360001,167.369995,163.330002,165.139999,159.275284,51385100
2020-04-13,164.350006,165.570007,162.300003,165.509995,159.632126,41905300
2020-04-14,169.000000,173.750000,168.000000,173.699997,167.531311,52874300
2020-04-15,171.199997,173.570007,169.240005,171.880005,165.775940,40940800
2020-04-16,174.300003,177.279999,172.899994,177.039993,170.752625,50479600
2020-04-17,179.500000,180.000000,175.869995,178.600006,172.257278,52765600
2020-04-20,176.630005,178.750000,174.990005,175.059998,168.842987,36669600
2020-04-21,173.500000,173.669998,166.110001,167.820007,161.860138,56203700
2020-04-22,171.389999,174.000000,170.820007,173.520004,167.357697,34620200
2020-04-23,174.110001,175.059998,170.910004,171.419998,165.332260,32790800
2020-04-24,172.059998,174.559998,170.710007,174.550003,168.351120,34277600
2020-04-27,176.589996,176.899994,173.300003,174.050003,167.868881,33194400
2020-04-28,175.589996,175.669998,169.389999,169.809998,163.779434,34392700
2020-04-29,173.220001,177.679993,171.880005,177.429993,171.128799,51286600
2020-04-30,180.000000,180.399994,176.229996,179.210007,172.845657,53875900
2020-05-01,175.800003,178.639999,174.009995,174.570007,168.370392,39370500
2020-05-04,174.490005,179.000000,173.800003,178.839996,172.488739,30372900
2020-05-05,180.619995,183.649994,179.899994,180.759995,174.340576,36839200
2020-05-06,182.080002,184.199997,181.630005,182.539993,176.057327,32139300
2020-05-07,184.169998,184.550003,182.580002,183.600006,177.079727,28316000
2020-05-08,184.979996,185.000000,183.360001,184.679993,178.121384,30877800
2020-05-11,183.149994,187.509995,182.850006,186.740005,180.108200,30892700
2020-05-12,186.800003,187.039993,182.300003,182.509995,176.028412,32038200
2020-05-13,182.550003,184.050003,176.539993,179.750000,173.366394,44711500
2020-05-14,177.539993,180.690002,175.679993,180.529999,174.118729,41873900
2020-05-15,179.059998,187.059998,177.000000,183.160004,176.655334,46610400
2020-05-18,185.750000,186.199997,183.960007,184.910004,178.343185,35264500
2020-05-19,185.029999,186.600006,183.490005,183.630005,177.108627,26799100
2020-05-20,184.809998,185.850006,183.940002,185.660004,179.565277,31261300
2020-05-21,185.399994,186.669998,183.289993,183.429993,177.408463,29119500
2020-05-22,183.190002,184.460007,182.539993,183.509995,177.485855,20826900
2020-05-26,186.339996,186.500000,181.100006,181.570007,175.609528,36073600
2020-05-27,180.199997,181.990005,176.600006,181.809998,175.841644,39517100
2020-05-28,180.740005,184.149994,180.380005,181.399994,175.445099,33810200
2020-05-29,182.729996,184.270004,180.410004,183.250000,177.234406,42130400
2020-06-01,182.539993,183.000000,181.460007,182.830002,176.828171,22622400
2020-06-02,184.250000,185.000000,181.350006,184.910004,178.839874,30794600
2020-06-03,184.820007,185.940002,183.580002,185.360001,179.275116,27311000
2020-06-04,184.300003,185.839996,182.300003,182.919998,176.915207,28761800
2020-06-05,182.619995,187.729996,182.009995,187.199997,181.054703,39893600
2020-06-08,185.940002,188.550003,184.440002,188.360001,182.176636,33211600
2020-06-09,188.000000,190.699997,187.259995,189.800003,183.569366,29783900
2020-06-10,191.130005,198.520004,191.009995,196.839996,190.378265,43872300
2020-06-11,193.130005,195.759995,186.070007,186.270004,180.155243,52854700
2020-06-12,190.539993,191.720001,185.179993,187.740005,181.576996,43373600
2020-06-15,184.580002,190.820007,184.009995,188.940002,182.737579,32770200
2020-06-16,192.889999,195.580002,191.460007,193.570007,187.215637,42556700
2020-06-17,195.029999,196.320007,193.690002,194.240005,187.863617,25687800
2020-06-18,194.000000,196.490005,194.000000,196.320007,189.875351,23061600
2020-06-19,198.589996,199.289993,194.369995,195.149994,188.743729,44441100
2020-06-22,195.789993,200.759995,195.229996,200.570007,193.985794,32818900
2020-06-23,202.089996,203.949997,201.429993,201.910004,195.281830,30917400
2020-06-24,201.600006,203.250000,196.559998,197.839996,191.345444,36740600
2020-06-25,197.800003,200.610001,195.470001,200.339996,193.763336,27803900
2020-06-26,199.729996,199.889999,194.880005,196.330002,189.884995,54675800
2020-06-29,195.779999,198.529999,193.550003,198.440002,191.925720,26701600
2020-06-30,197.880005,204.399994,197.740005,203.509995,196.829315,34310300
2020-07-01,203.139999,206.350006,201.770004,204.699997,197.980225,32061200
2020-07-02,205.679993,208.020004,205.000000,206.259995,199.488998,29315800
2020-07-06,208.830002,211.130005,208.089996,210.699997,203.783279,31897600
2020-07-07,210.449997,214.669998,207.990005,208.250000,201.413696,33600700
2020-07-08,210.070007,213.259995,208.690002,212.830002,205.843338,33600000
2020-07-09,216.330002,216.380005,211.470001,214.320007,207.284470,33121700
2020-07-10,213.619995,214.080002,211.080002,213.669998,206.655777,26177600
2020-07-13,214.479996,215.800003,206.500000,207.070007,200.272430,38135600
2020-07-14,206.130005,208.850006,202.029999,208.350006,201.510437,37591800
2020-07-15,209.559998,211.330002,205.029999,208.039993,201.210587,32179400
2020-07-16,205.399994,205.699997,202.309998,203.919998,197.225845,29940700
2020-07-17,204.470001,205.039993,201.389999,202.880005,196.219971,31635300
2020-07-20,205.000000,212.300003,203.009995,211.600006,204.653732,36884800
2020-07-21,213.660004,213.940002,208.029999,208.750000,201.897308,37990400
2020-07-22,209.199997,212.300003,208.389999,211.750000,204.798798,49605700
2020-07-23,207.190002,210.919998,202.149994,202.539993,195.891129,67457000
2020-07-24,200.419998,202.860001,197.509995,201.300003,194.691849,39827000
2020-07-27,201.470001,203.970001,200.860001,203.850006,197.158142,30160900
2020-07-28,203.610001,204.699997,201.740005,202.020004,195.388245,23251400
2020-07-29,202.500000,204.649994,202.009995,204.059998,197.361237,19632600
2020-07-30,201.000000,204.460007,199.570007,203.899994,197.206467,25079600
2020-07-31,204.399994,205.100006,199.009995,205.009995,198.280029,51044000
2020-08-03,211.520004,217.639999,210.440002,216.539993,209.431549,78983000
2020-08-04,214.169998,214.770004,210.309998,213.289993,206.288223,49280100
2020-08-05,214.899994,215.000000,211.570007,212.940002,205.949738,28806400
2020-08-06,212.339996,216.369995,211.550003,216.350006,209.247803,32656800
2020-08-07,214.850006,215.699997,210.929993,212.479996,205.504822,27820400
2020-08-10,211.669998,211.880005,206.350006,208.250000,201.413696,36716500
2020-08-11,207.160004,207.649994,203.139999,203.380005,196.703598,36446500
2020-08-12,205.289993,210.279999,204.750000,209.190002,202.322845,28013100
2020-08-13,209.440002,211.350006,208.149994,208.699997,201.848892,22588900
2020-08-14,208.759995,209.589996,207.509995,208.899994,202.042374,17958900
2020-08-17,209.600006,211.190002,208.919998,210.279999,203.377075,20184800
2020-08-18,210.529999,212.360001,209.210007,211.490005,204.547333,21336200
2020-08-19,211.490005,212.100006,209.250000,209.699997,203.306366,27627600
2020-08-20,209.539993,215.000000,208.910004,214.580002,208.037567,26981500
2020-08-21,213.860001,216.250000,212.850006,213.020004,206.525162,36249300
2020-08-24,214.789993,215.520004,212.429993,213.690002,207.174713,25460100
2020-08-25,213.100006,216.610001,213.100006,216.470001,209.869965,23043700
2020-08-26,217.880005,222.089996,217.360001,221.149994,214.407272,39600800
2020-08-27,222.889999,231.149994,219.399994,226.580002,219.671692,57602200
2020-08-28,228.179993,230.639999,226.580002,228.910004,221.930679,26292900
2020-08-31,227.000000,228.699997,224.309998,225.529999,218.653717,28774200
2020-09-01,225.509995,227.449997,224.429993,227.270004,220.340698,25725500
2020-09-02,227.970001,232.860001,227.350006,231.649994,224.587112,34080800
2020-09-03,229.270004,229.309998,214.960007,217.300003,210.674683,58400300
2020-09-04,215.100006,218.360001,205.190002,214.250000,207.717621,59664100
2020-09-08,206.500000,210.029999,202.199997,202.660004,196.481018,52924300
2020-09-09,207.600006,214.839996,206.699997,211.289993,204.847855,45679000
2020-09-10,213.399994,214.740005,204.110001,205.369995,199.108383,35461500
2020-09-11,207.199997,208.630005,201.240005,204.029999,197.809219,33620100
2020-09-14,204.240005,209.199997,204.029999,205.410004,199.147171,30375800
2020-09-15,208.419998,209.779999,206.929993,208.779999,202.414413,21823900
2020-09-16,210.619995,210.649994,204.639999,205.050003,198.798141,26328100
2020-09-17,200.050003,204.330002,199.960007,202.910004,196.723389,34011300
2020-09-18,202.800003,203.649994,196.250000,200.389999,194.280212,55225300
2020-09-21,197.190002,202.710007,196.380005,202.539993,196.364655,39839700
2020-09-22,205.059998,208.100006,202.080002,207.419998,201.095871,33517100
2020-09-23,207.899994,208.100006,200.029999,200.589996,194.474136,30803800
2020-09-24,199.850006,205.570007,199.199997,203.190002,196.994858,31202500
2020-09-25,203.550003,209.039993,202.539993,207.820007,201.483688,29437300
2020-09-28,210.880005,212.570007,208.059998,209.440002,203.054260,32004900
2020-09-29,209.350006,210.070007,206.809998,207.259995,200.940765,24221900
2020-09-30,207.729996,211.979996,206.539993,210.330002,203.917160,33829100
2020-10-01,213.490005,213.990005,211.320007,212.460007,205.982224,27158400
2020-10-02,208.000000,210.990005,205.539993,206.190002,199.903412,33154800
2020-10-05,207.220001,210.410004,206.979996,210.380005,203.965622,21331600
2020-10-06,208.820007,210.179993,204.820007,205.910004,199.631943,28554300
2020-10-07,207.059998,210.110001,206.720001,209.830002,203.432419,25681100
2020-10-08,210.509995,211.190002,208.320007,210.580002,204.159531,19925800
2020-10-09,211.229996,215.860001,211.229996,215.809998,209.230072,26458000
2020-10-12,218.789993,223.860001,216.809998,221.399994,214.649628,40461400
2020-10-13,222.720001,225.210007,220.429993,222.860001,216.065125,28950800
2020-10-14,223.000000,224.220001,219.130005,220.860001,214.126099,23421700
2020-10-15,217.100006,220.360001,216.009995,219.660004,212.962677,22733100
2020-10-16,220.149994,222.289993,219.320007,219.660004,212.962677,26057900
2020-10-19,220.419998,222.300003,213.720001,214.220001,207.688553,27625800
2020-10-20,215.800003,217.369995,213.089996,214.649994,208.105438,22753500
2020-10-21,213.119995,216.919998,213.119995,214.800003,208.250870,22724900
2020-10-22,213.929993,216.059998,211.699997,214.889999,208.338120,22351500
2020-10-23,215.029999,216.279999,213.160004,216.229996,209.637253,18879600
2020-10-26,213.850006,216.339996,208.100006,210.080002,203.674774,37111600
2020-10-27,211.589996,214.669998,210.330002,213.250000,206.748138,36700300
2020-10-28,207.669998,208.839996,202.100006,202.679993,196.500397,51195600
2020-10-29,204.070007,207.360001,203.369995,204.720001,198.478195,31432600
2020-10-30,203.500000,204.289993,199.619995,202.470001,196.296783,36953700
2020-11-02,204.289993,205.279999,200.119995,202.330002,196.161087,30842200
2020-11-03,203.889999,208.119995,203.119995,206.429993,200.136047,27512000
2020-11-04,214.020004,218.320007,212.419998,216.389999,209.792358,42311800
2020-11-05,222.039993,224.119995,221.149994,223.289993,216.482010,36080100
2020-11-06,222.259995,224.360001,218.029999,223.720001,216.898895,25231900
2020-11-09,224.440002,228.119995,217.880005,218.389999,211.731415,44395000
2020-11-10,214.500000,216.500000,209.720001,211.009995,204.576416,44045100
2020-11-11,212.389999,218.039993,212.199997,216.550003,209.947510,29440800
2020-11-12,217.210007,219.110001,214.460007,215.440002,208.871338,21593900
2020-11-13,216.360001,217.419998,214.160004,216.509995,209.908752,18621100
2020-11-16,214.869995,217.740005,214.520004,217.229996,210.606812,24953300
2020-11-17,216.100006,217.679993,214.080002,214.460007,207.921234,24154100
2020-11-18,213.649994,215.169998,210.929993,211.080002,205.180038,28372800
2020-11-19,211.380005,213.029999,209.929993,212.419998,206.482605,24792700
2020-11-20,212.199997,213.289993,210.000000,210.389999,204.509338,22843100
2020-11-23,210.949997,212.289993,208.160004,210.110001,204.237167,25683500
2020-11-24,209.589996,214.250000,208.860001,213.860001,207.882339,33979700
2020-11-25,215.110001,215.289993,212.460007,213.869995,207.892075,21012900
2020-11-27,214.850006,216.270004,214.039993,215.229996,209.214050,14512200
2020-11-30,214.100006,214.759995,210.839996,214.070007,208.086472,33064800
2020-12-01,214.509995,217.320007,213.350006,216.210007,210.166702,30904500
2020-12-02,214.880005,215.470001,212.800003,215.369995,209.350174,23724500
2020-12-03,214.610001,216.380005,213.649994,214.240005,208.251740,25120900
2020-12-04,214.220001,215.380005,213.179993,214.360001,208.368423,24666000
2020-12-07,214.369995,215.539993,212.990005,214.289993,208.300323,24620000
2020-12-08,213.970001,216.949997,212.889999,216.009995,209.972244,23284100
2020-12-09,215.160004,215.229996,211.210007,211.800003,205.879913,32440600
2020-12-10,211.770004,213.080002,210.360001,210.520004,204.635727,26733300
2020-12-11,210.050003,213.320007,209.110001,213.259995,207.299133,30979400
2020-12-14,213.100006,216.210007,212.880005,214.199997,208.212860,28798400
2020-12-15,215.169998,215.419998,212.240005,214.130005,208.144806,27000600
2020-12-16,214.750000,220.110001,214.720001,219.279999,213.150879,35023300
2020-12-17,219.869995,220.889999,217.919998,219.419998,213.286942,32515800
2020-12-18,218.589996,219.690002,216.020004,218.589996,212.480118,63354900
2020-12-21,217.550003,224.000000,217.279999,222.589996,216.368332,37181900
2020-12-22,222.690002,225.630005,221.850006,223.940002,217.680618,22612200
2020-12-23,223.110001,223.559998,220.800003,221.020004,214.842224,18699600
2020-12-24,221.419998,223.610001,221.199997,222.750000,216.523865,10550600
2020-12-28,224.449997,226.029999,223.020004,224.960007,218.672089,17933500
2020-12-29,226.309998,227.179993,223.580002,224.149994,217.884735,17403200
2020-12-30,225.229996,225.630005,221.470001,221.679993,215.483795,20272300
2020-12-31,221.699997,223.000000,219.679993,222.419998,216.203094,20942100
2021-01-04,222.529999,223.000000,214.809998,217.690002,211.605301,37130100
2021-01-05,217.259995,218.520004,215.699997,217.899994,211.809448,23823000
2021-01-06,212.169998,216.490005,211.940002,212.250000,206.317368,35930700
2021-01-07,214.039993,219.339996,213.710007,218.289993,212.188507,27694500
2021-01-08,218.679993,220.580002,217.029999,219.619995,213.481339,22956200
2021-01-11,218.470001,218.910004,216.729996,217.490005,211.410904,23031300
2021-01-12,216.500000,217.100006,213.320007,214.929993,208.922440,23249300
2021-01-13,214.020004,216.759995,213.929993,216.339996,210.293015,20087100
2021-01-14,215.910004,217.460007,212.740005,213.020004,207.065842,29480800
2021-01-15,213.520004,214.509995,212.029999,212.649994,206.706161,31746500
2021-01-19,213.750000,216.979996,212.630005,216.440002,210.390244,30480900
2021-01-20,217.699997,225.789993,217.289993,224.339996,218.069412,37777300
2021-01-21,224.699997,226.300003,222.419998,224.970001,218.681808,30709400
2021-01-22,227.080002,230.070007,225.800003,225.949997,219.634430,30172700
2021-01-25,229.119995,229.779999,224.220001,229.529999,223.114349,33152100
2021-01-26,231.860001,234.179993,230.080002,232.330002,225.836105,49169600
2021-01-27,238.000000,240.440002,230.139999,232.899994,226.390152,69870600
2021-01-28,235.610001,242.639999,235.089996,238.929993,232.251617,49111200
2021-01-29,235.990005,238.020004,231.350006,231.960007,225.476440,42503100
2021-02-01,235.059998,242.500000,232.429993,239.649994,232.951508,33314200
2021-02-02,241.300003,242.309998,238.690002,239.509995,232.815399,25916300
2021-02-03,239.570007,245.089996,239.259995,243.000000,236.207870,27158100
2021-02-04,242.660004,243.240005,240.369995,242.009995,235.245514,25296100
2021-02-05,242.229996,243.279999,240.419998,242.199997,235.430191,18054800
2021-02-08,243.149994,243.679993,240.809998,242.470001,235.692673,22211900
2021-02-09,241.869995,244.759995,241.380005,243.770004,236.956345,23565000
2021-02-10,245.000000,245.919998,240.889999,242.820007,236.032898,22186700
2021-02-11,244.779999,245.149994,242.149994,244.490005,237.656219,15751100
2021-02-12,243.929993,245.300003,242.729996,244.990005,238.142212,16561100
2021-02-16,245.029999,246.130005,242.919998,243.699997,236.888275,26728500
2021-02-17,241.320007,244.309998,240.940002,244.199997,237.921051,21653500
2021-02-18,241.800003,243.929993,240.860001,243.789993,237.521561,16925600
2021-02-19,243.750000,243.860001,240.179993,240.970001,234.774078,25262600
2021-02-22,237.419998,237.929993,232.399994,234.509995,228.480194,36446900
2021-02-23,230.330002,234.830002,228.729996,233.270004,227.272079,30228700
2021-02-24,230.009995,235.199997,229.000000,234.550003,228.519150,26339700
2021-02-25,232.080002,234.589996,227.880005,228.990005,223.102127,39542200
2021-02-26,231.529999,235.369995,229.539993,232.380005,226.404953,37819200
2021-03-01,235.899994,237.470001,233.149994,236.940002,230.847702,25324000
2021-03-02,237.009995,237.300003,233.449997,233.869995,227.856628,22812500
2021-03-03,232.160004,233.580002,227.259995,227.559998,221.708878,34029500
2021-03-04,226.740005,232.490005,224.259995,226.729996,220.900208,44727800
2021-03-05,229.520004,233.270004,226.460007,231.600006,225.645020,41872800
2021-03-08,231.369995,233.369995,227.130005,227.389999,221.543259,35267400
2021-03-09,232.880005,235.380005,231.669998,233.779999,227.768982,33080500
2021-03-10,237.000000,237.000000,232.039993,232.419998,226.443924,29746800
2021-03-11,234.960007,239.169998,234.309998,237.130005,231.032837,29907600
2021-03-12,234.009995,235.820007,233.229996,235.750000,229.688324,22653700
2021-03-15,234.960007,235.190002,231.809998,234.809998,228.772446,26034900
2021-03-16,236.279999,240.059998,235.940002,237.710007,231.597885,28092200
2021-03-17,236.149994,238.550003,233.229996,237.039993,230.945145,29562100
2021-03-18,232.559998,234.190002,230.330002,230.720001,224.787643,34833000
2021-03-19,231.020004,232.470001,229.350006,230.350006,224.427155,46430700
2021-03-22,230.270004,236.899994,230.139999,235.990005,229.922119,30127000
2021-03-23,237.490005,241.050003,237.070007,237.580002,231.471222,31638400
2021-03-24,237.850006,238.000000,235.320007,235.460007,229.405746,25620100
2021-03-25,235.300003,236.940002,231.570007,232.339996,226.365967,34061900
2021-03-26,231.550003,236.710007,231.550003,236.479996,230.399536,25479900
2021-03-29,236.589996,236.800003,231.880005,235.240005,229.191391,25227500
2021-03-30,233.529999,233.850006,231.100006,231.850006,225.888580,24792000
2021-03-31,232.910004,239.100006,232.389999,235.770004,229.707794,43623500
2021-04-01,238.470001,242.839996,238.050003,242.350006,236.118591,30338000
2021-04-05,242.759995,249.960007,242.699997,249.070007,242.665817,36910600
2021-04-06,247.610001,249.399994,246.880005,247.860001,241.486954,22931900
2021-04-07,247.809998,250.929993,247.190002,249.899994,243.474442,22719800
2021-04-08,252.770004,254.139999,252.000000,253.250000,246.738327,23625200
2021-04-09,252.869995,255.990005,252.440002,255.850006,249.271484,24326800
2021-04-12,254.710007,257.670013,254.619995,255.910004,249.329941,27148700
2021-04-13,257.260010,259.190002,256.829987,258.489990,251.843613,23837500
2021-04-14,257.480011,258.829987,255.160004,255.589996,249.018188,23070900
2021-04-15,257.929993,259.929993,257.730011,259.500000,252.827606,25627500
2021-04-16,259.470001,261.000000,257.600006,260.739990,254.035736,24878600
2021-04-19,260.190002,261.480011,257.820007,258.739990,252.087189,23209300
2021-04-20,257.820007,260.200012,256.839996,258.260010,251.619522,19722900
2021-04-21,258.940002,260.679993,257.250000,260.579987,253.879837,24030400
2021-04-22,260.209991,261.779999,255.639999,257.170013,250.557541,25606200
2021-04-23,257.880005,261.510010,257.269989,261.149994,254.435196,21462600
2021-04-26,261.660004,262.440002,260.170013,261.549988,254.824905,19763300
2021-04-27,261.579987,263.190002,260.119995,261.970001,255.234146,31014200
2021-04-28,256.079987,256.540009,252.949997,254.559998,248.014648,46903100
2021-04-29,255.460007,256.100006,249.000000,252.509995,246.017349,40589000
2021-04-30,249.740005,253.080002,249.600006,252.179993,245.695847,30945100
2021-05-03,253.399994,254.350006,251.119995,251.860001,245.384064,19626600
2021-05-04,250.970001,251.210007,245.759995,247.789993,241.418701,32756100
2021-05-05,249.059998,249.500000,245.820007,246.470001,240.132675,21901300
2021-05-06,246.449997,249.860001,244.690002,249.729996,243.308823,26491100
2021-05-07,252.149994,254.300003,251.169998,252.460007,245.968643,27032900
2021-05-10,250.869995,251.729996,247.119995,247.179993,240.824387,29299900
2021-05-11,244.550003,246.600006,242.570007,246.229996,239.898804,33641600
2021-05-12,242.169998,244.380005,238.070007,239.000000,232.854721,36684400
2021-05-13,241.800003,245.600006,241.419998,243.029999,236.781113,29624300
2021-05-14,245.580002,249.179993,245.490005,248.149994,241.769470,23901100
2021-05-17,246.550003,246.589996,243.520004,245.179993,238.875839,24970200
2021-05-18,246.270004,246.410004,242.899994,243.080002,236.829834,20168000
2021-05-19,239.309998,243.229996,238.600006,243.119995,237.415741,25739800
2021-05-20,243.960007,247.949997,243.860001,246.479996,240.696899,21800700
2021-05-21,247.570007,248.330002,244.740005,245.169998,239.417648,21863100
2021-05-24,247.789993,251.160004,247.509995,250.779999,244.896042,21411500
2021-05-25,251.770004,252.750000,250.820007,251.720001,245.813980,17704300
2021-05-26,251.429993,252.940002,250.750000,251.490005,245.589386,17771600
2021-05-27,251.169998,251.479996,249.250000,249.309998,243.460526,24426200
2021-05-28,251.000000,252.080002,249.559998,249.679993,243.821838,18270200
2021-06-01,251.229996,251.289993,246.960007,247.399994,241.595322,23213300
2021-06-02,248.130005,249.270004,245.839996,247.300003,241.497681,19406700
2021-06-03,245.220001,246.339996,243.000000,245.710007,239.945007,25307700
2021-06-04,247.759995,251.649994,247.509995,250.789993,244.905807,25281100
2021-06-07,249.979996,254.089996,249.809998,253.809998,247.854935,23079200
2021-06-08,255.160004,256.010010,252.509995,252.570007,246.644043,22455000
2021-06-09,253.809998,255.529999,253.210007,253.589996,247.640091,17937600
2021-06-10,254.289993,257.459991,253.669998,257.239990,251.204453,24563600
2021-06-11,257.989990,258.489990,256.609985,257.890015,251.839233,18999700
2021-06-14,257.899994,259.950012,256.799988,259.890015,253.792328,19150500
2021-06-15,259.769989,259.989990,257.679993,258.359985,252.298157,18038900
2021-06-16,259.399994,260.579987,254.419998,257.380005,251.341156,27220000
2021-06-17,256.070007,261.750000,256.010010,260.899994,254.778595,27565500
2021-06-18,259.630005,262.299988,258.750000,259.429993,253.343033,37202200
2021-06-21,259.820007,263.519989,257.920013,262.630005,256.467957,26696100
2021-06-22,262.720001,265.790009,262.399994,265.510010,259.280426,24694100
2021-06-23,265.989990,266.829987,264.429993,265.269989,259.045990,19518700
2021-06-24,266.160004,267.850006,265.470001,266.690002,260.432770,21446900
2021-06-25,266.230011,267.250000,264.760010,265.019989,258.801910,25611100
2021-06-28,266.190002,268.899994,265.910004,268.720001,262.415100,19590000
2021-06-29,268.869995,271.649994,267.980011,271.399994,265.032196,19937800
2021-06-30,270.690002,271.359985,269.600006,270.899994,264.543945,21656500
2021-07-01,269.609985,271.839996,269.600006,271.600006,265.227478,16725300
2021-07-02,272.820007,278.000000,272.500000,277.649994,271.135559,26458000
2021-07-06,278.029999,279.369995,274.299988,277.660004,271.145386,31565600
2021-07-07,279.399994,280.690002,277.149994,279.929993,273.362030,23260000
2021-07-08,276.899994,278.730011,274.869995,277.420013,270.910980,24618600
2021-07-09,275.720001,278.049988,275.320007,277.940002,271.418793,23916700
2021-07-12,279.160004,279.769989,276.579987,277.320007,270.813324,18931700
2021-07-13,277.519989,282.850006,277.390015,280.980011,274.387451,26120100
2021-07-14,282.350006,283.660004,280.549988,282.510010,275.881592,23113700
2021-07-15,282.000000,282.510010,279.829987,281.029999,274.436310,22604200
